 
****************************************
Report : area
Design : Baseline_4KB
Version: O-2018.06-SP5-5
Date   : Tue Feb  3 05:06:24 2026
****************************************

Library(s) Used:

    tcbn22ullbwp30p140tt0p9v25c (File: /home21/longyang/common/share/tsmc22/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140_110b/AN61001_20201222/TSMCHOME/digital/Front_End/timing_power_noise/NLDM/tcbn22ullbwp30p140_110b/tcbn22ullbwp30p140tt0p9v25c.db)

Number of ports:                       732677
Number of nets:                       5300530
Number of cells:                      4620723
Number of combinational cells:        3799702
Number of sequential cells:            804365
Number of macros/black boxes:               0
Number of buf/inv:                     379754
Number of references:                    3237

Combinational area:            2464309.603857
Buf/Inv area:                   101492.748947
Noncombinational area:         1573477.267209
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:               4037786.871065
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area                Local cell area
                                  ---------------------  ---------------------------------- 
Hierarchical cell                 Absolute      Percent  Combi-        Noncombi-     Black-
                                  Total         Total    national      national      boxes   Design
combine_ram_llr_inst_422/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_111
combine_ram_llr_inst_422/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_111_DW01_inc_0
combine_ram_llr_inst_422/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2253
combine_ram_llr_inst_423             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_110
combine_ram_llr_inst_423/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_110
combine_ram_llr_inst_423/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_110_DW01_inc_0
combine_ram_llr_inst_423/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2252
combine_ram_llr_inst_424             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_109
combine_ram_llr_inst_424/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_109
combine_ram_llr_inst_424/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_109_DW01_inc_0
combine_ram_llr_inst_424/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2251
combine_ram_llr_inst_425             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_108
combine_ram_llr_inst_425/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_108
combine_ram_llr_inst_425/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_108_DW01_inc_0
combine_ram_llr_inst_425/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2250
combine_ram_llr_inst_426             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_107
combine_ram_llr_inst_426/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_107
combine_ram_llr_inst_426/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_107_DW01_inc_0
combine_ram_llr_inst_426/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2249
combine_ram_llr_inst_427             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_106
combine_ram_llr_inst_427/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_106
combine_ram_llr_inst_427/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_106_DW01_inc_0
combine_ram_llr_inst_427/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2248
combine_ram_llr_inst_428             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_105
combine_ram_llr_inst_428/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_105
combine_ram_llr_inst_428/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_105_DW01_inc_0
combine_ram_llr_inst_428/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2247
combine_ram_llr_inst_429             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_104
combine_ram_llr_inst_429/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_104
combine_ram_llr_inst_429/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_104_DW01_inc_0
combine_ram_llr_inst_429/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2246
combine_ram_llr_inst_43              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_490
combine_ram_llr_inst_43/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_490
combine_ram_llr_inst_43/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_490_DW01_inc_0
combine_ram_llr_inst_43/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2632
combine_ram_llr_inst_430             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_103
combine_ram_llr_inst_430/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_103
combine_ram_llr_inst_430/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_103_DW01_inc_0
combine_ram_llr_inst_430/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2245
combine_ram_llr_inst_431             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_102
combine_ram_llr_inst_431/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_102
combine_ram_llr_inst_431/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_102_DW01_inc_0
combine_ram_llr_inst_431/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2244
combine_ram_llr_inst_432             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_101
combine_ram_llr_inst_432/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_101
combine_ram_llr_inst_432/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_101_DW01_inc_0
combine_ram_llr_inst_432/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2243
combine_ram_llr_inst_433             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_100
combine_ram_llr_inst_433/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_100
combine_ram_llr_inst_433/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_100_DW01_inc_0
combine_ram_llr_inst_433/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2242
combine_ram_llr_inst_434             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_99
combine_ram_llr_inst_434/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_99
combine_ram_llr_inst_434/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_99_DW01_inc_0
combine_ram_llr_inst_434/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2241
combine_ram_llr_inst_435             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_98
combine_ram_llr_inst_435/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_98
combine_ram_llr_inst_435/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_98_DW01_inc_0
combine_ram_llr_inst_435/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2240
combine_ram_llr_inst_436             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_97
combine_ram_llr_inst_436/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_97
combine_ram_llr_inst_436/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_97_DW01_inc_0
combine_ram_llr_inst_436/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2239
combine_ram_llr_inst_437             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_96
combine_ram_llr_inst_437/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_96
combine_ram_llr_inst_437/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_96_DW01_inc_0
combine_ram_llr_inst_437/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2238
combine_ram_llr_inst_438             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_95
combine_ram_llr_inst_438/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_95
combine_ram_llr_inst_438/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_95_DW01_inc_0
combine_ram_llr_inst_438/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2237
combine_ram_llr_inst_439             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_94
combine_ram_llr_inst_439/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_94
combine_ram_llr_inst_439/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_94_DW01_inc_0
combine_ram_llr_inst_439/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2236
combine_ram_llr_inst_44              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_489
combine_ram_llr_inst_44/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_489
combine_ram_llr_inst_44/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_489_DW01_inc_0
combine_ram_llr_inst_44/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2631
combine_ram_llr_inst_440             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_93
combine_ram_llr_inst_440/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_93
combine_ram_llr_inst_440/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_93_DW01_inc_0
combine_ram_llr_inst_440/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2235
combine_ram_llr_inst_441             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_92
combine_ram_llr_inst_441/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_92
combine_ram_llr_inst_441/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_92_DW01_inc_0
combine_ram_llr_inst_441/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2234
combine_ram_llr_inst_442             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_91
combine_ram_llr_inst_442/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_91
combine_ram_llr_inst_442/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_91_DW01_inc_0
combine_ram_llr_inst_442/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2233
combine_ram_llr_inst_443             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_90
combine_ram_llr_inst_443/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_90
combine_ram_llr_inst_443/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_90_DW01_inc_0
combine_ram_llr_inst_443/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2232
combine_ram_llr_inst_444             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_89
combine_ram_llr_inst_444/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_89
combine_ram_llr_inst_444/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_89_DW01_inc_0
combine_ram_llr_inst_444/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2231
combine_ram_llr_inst_445             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_88
combine_ram_llr_inst_445/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_88
combine_ram_llr_inst_445/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_88_DW01_inc_0
combine_ram_llr_inst_445/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2230
combine_ram_llr_inst_446             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_87
combine_ram_llr_inst_446/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_87
combine_ram_llr_inst_446/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_87_DW01_inc_0
combine_ram_llr_inst_446/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2229
combine_ram_llr_inst_447             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_86
combine_ram_llr_inst_447/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_86
combine_ram_llr_inst_447/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_86_DW01_inc_0
combine_ram_llr_inst_447/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2228
combine_ram_llr_inst_448             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_85
combine_ram_llr_inst_448/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_85
combine_ram_llr_inst_448/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_85_DW01_inc_0
combine_ram_llr_inst_448/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2227
combine_ram_llr_inst_449             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_84
combine_ram_llr_inst_449/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_84
combine_ram_llr_inst_449/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_84_DW01_inc_0
combine_ram_llr_inst_449/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2226
combine_ram_llr_inst_45              1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_488
combine_ram_llr_inst_45/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_488
combine_ram_llr_inst_45/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_488_DW01_inc_0
combine_ram_llr_inst_45/ram_org      1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2630
combine_ram_llr_inst_450             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_83
combine_ram_llr_inst_450/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_83
combine_ram_llr_inst_450/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_83_DW01_inc_0
combine_ram_llr_inst_450/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2225
combine_ram_llr_inst_451             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_82
combine_ram_llr_inst_451/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_82
combine_ram_llr_inst_451/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_82_DW01_inc_0
combine_ram_llr_inst_451/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2224
combine_ram_llr_inst_452             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_81
combine_ram_llr_inst_452/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_81
combine_ram_llr_inst_452/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_81_DW01_inc_0
combine_ram_llr_inst_452/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2223
combine_ram_llr_inst_453             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_80
combine_ram_llr_inst_453/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_80
combine_ram_llr_inst_453/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_80_DW01_inc_0
combine_ram_llr_inst_453/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2222
combine_ram_llr_inst_454             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_79
combine_ram_llr_inst_454/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_79
combine_ram_llr_inst_454/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_79_DW01_inc_0
combine_ram_llr_inst_454/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2221
combine_ram_llr_inst_455             1317.2040      0.0        5.6700        0.0000  0.0000  combine_ram_llr_78
combine_ram_llr_inst_455/org_read_inst_0      47.1240     0.0      14.9940      22.6800 0.0000 org_read_78
combine_ram_llr_inst_455/org_read_inst_0/add_48       9.4500     0.0       9.4500       0.0000 0.0000 org_read_78_DW01_inc_0
combine_ram_llr_inst_455/ram_org     1264.4100      0.0      759.4020      505.0080  0.0000  dual_port_bram_16x32_write_first_2220
